record_id,machine_id,machine_type,temperature_c,vibration_mms,running_hours,pressure_bar,sound_db,status
4989,M010,Conveyor,95.87,4.977,7566.3,4.444,86.41,Warning
4990,M005,Conveyor,62.44,2.947,3099.2,3.914,76.94,Normal
4991,M014,Compressor,70.26,1.884,711.3,2.977,74.03,Normal
4992,M007,Motor,83.19,6.73,6862.4,5.202,69.31,Warning
4993,M005,Pump,79.31,4.781,6681.6,5.16,77.21,Warning
4994,M012,Fan,65.79,2.363,2364.7,3.79,54.96,Normal
4995,M019,Motor,63.93,1.719,227.1,3.029,57.98,Normal
4996,M020,Pump,61.65,0.482,209.8,3.201,59.01,Normal
4997,M019,Pump,72.32,2.0,3302.9,3.928,63.54,Normal
4998,M013,Conveyor,78.37,3.701,1161.9,2.807,69.3,Normal
4999,M017,Fan,89.26,6.707,3655.4,4.807,78.17,Warning
5000,M010,Motor,67.57,0.795,3214.8,3.896,68.32,Normal
5001,M019,Pump,121.78,6.615,8946.4,6.599,98.29,Fault
5002,M003,Pump,74.66,0.649,1623.0,4.041,57.44,Normal
5003,M007,Fan,58.62,2.278,1322.8,2.784,69.38,Normal
5004,M010,Motor,49.71,1.73,4430.2,3.291,66.99,Normal
5005,M019,Fan,51.19,2.141,3325.0,3.718,65.5,Normal
5006,M006,Pump,47.43,1.085,4299.1,3.244,63.83,Normal
5007,M007,Conveyor,66.43,1.985,3600.0,3.494,72.01,Normal
5008,M011,Conveyor,65.36,1.796,3682.5,3.681,71.84,Normal
5009,M002,Pump,69.93,2.64,2653.6,3.895,58.79,Normal
5010,M002,Fan,59.85,2.669,4943.5,2.666,73.27,Normal
5011,M007,Motor,67.87,1.369,581.4,3.358,61.25,Normal
5012,M012,Compressor,101.45,14.005,6610.4,6.639,93.13,Fault
5013,M007,Motor,88.81,7.114,3637.0,4.196,67.42,Warning
5014,M017,Pump,46.95,1.647,2309.1,2.836,62.02,Normal
5015,M002,Pump,59.02,1.629,21.3,3.027,56.71,Normal
5016,M017,Conveyor,62.99,3.257,3631.8,4.01,69.59,Normal
5017,M012,Pump,52.16,2.259,3041.4,3.643,57.33,Normal
5018,M010,Motor,63.19,3.007,311.2,3.061,64.01,Normal
5019,M002,Motor,82.8,4.682,6013.1,5.078,73.33,Warning
5020,M020,Pump,64.19,0.973,565.2,4.127,56.54,Normal
5021,M001,Compressor,58.78,1.928,4734.7,3.968,56.3,Normal
5022,M014,Fan,54.59,3.135,998.6,2.77,62.58,Normal
5023,M010,Motor,49.38,2.551,3784.9,3.242,66.14,Normal
5024,M020,Motor,60.7,3.22,4601.4,2.655,57.41,Normal
5025,M011,Pump,83.12,6.571,4338.0,4.304,84.04,Warning
5026,M005,Compressor,71.82,1.294,3336.8,3.575,67.69,Normal
5027,M016,Compressor,54.37,2.765,1910.5,4.092,66.98,Normal
5028,M015,Compressor,59.66,3.655,1586.8,3.787,73.38,Normal
5029,M005,Motor,79.0,5.324,3675.4,4.936,83.1,Warning
5030,M004,Compressor,85.64,1.979,9.6,2.996,76.3,Normal
5031,M013,Fan,66.65,4.623,3952.4,2.944,65.02,Normal
5032,M005,Pump,70.31,1.466,1209.8,3.93,66.68,Normal
5033,M013,Fan,50.73,3.909,2722.9,2.599,66.47,Normal
5034,M003,Compressor,86.45,4.205,3745.1,4.818,84.65,Warning
5035,M010,Fan,78.83,6.907,4193.7,5.418,79.84,Warning
5036,M018,Pump,79.92,6.461,3939.0,5.454,76.4,Warning
5037,M013,Pump,80.92,4.839,5821.3,4.417,71.87,Warning
5038,M019,Motor,74.19,4.304,3271.9,4.596,81.97,Warning
5039,M015,Motor,65.23,2.894,1798.1,2.96,62.58,Normal
5040,M017,Conveyor,67.54,1.625,1545.9,3.767,69.12,Normal
5041,M012,Motor,57.96,1.892,3952.1,3.94,64.42,Normal
5042,M001,Fan,59.66,2.941,776.8,3.84,68.11,Normal
5043,M020,Pump,54.47,1.841,267.6,3.606,72.45,Normal
5044,M002,Pump,74.88,1.149,1937.2,2.938,64.04,Normal
5045,M009,Fan,92.53,10.72,6272.0,6.172,102.34,Fault
5046,M011,Conveyor,68.25,2.073,1179.3,3.762,67.43,Normal
5047,M005,Pump,68.86,0.535,2225.6,3.493,62.34,Normal
5048,M018,Conveyor,52.85,2.056,3439.3,3.242,74.47,Normal
5049,M017,Motor,45.15,0.943,1560.6,3.121,62.23,Normal
5050,M011,Motor,44.66,1.449,2565.0,3.728,66.28,Normal
5051,M006,Pump,108.69,11.155,5181.4,7.119,103.27,Fault
5052,M004,Conveyor,114.76,13.735,8567.6,5.068,106.67,Fault
5053,M017,Pump,71.97,2.638,3441.2,4.094,56.99,Normal
5054,M020,Pump,58.55,3.616,2803.5,3.998,70.56,Normal
5055,M013,Fan,53.28,4.194,934.0,3.812,68.71,Normal
5056,M016,Fan,115.94,7.977,9017.9,6.577,92.47,Fault
5057,M012,Motor,87.83,8.627,7238.9,7.076,93.67,Fault
5058,M020,Pump,93.65,9.144,6543.3,7.811,110.65,Fault
5059,M019,Conveyor,65.21,3.926,2043.3,3.338,73.75,Normal
5060,M008,Conveyor,64.61,3.043,2102.8,3.563,65.09,Normal
5061,M004,Pump,57.58,2.221,3167.6,3.263,55.92,Normal
5062,M001,Fan,49.29,2.417,764.2,2.911,59.43,Normal
5063,M009,Pump,54.36,1.834,1172.4,3.12,67.61,Normal
5064,M011,Conveyor,84.36,5.498,3421.6,4.93,81.31,Warning
5065,M003,Compressor,59.31,2.003,3677.3,3.784,73.39,Normal
5066,M011,Fan,48.47,2.416,2948.9,3.93,63.12,Normal
5067,M005,Pump,70.71,2.195,3123.2,3.603,69.06,Normal
5068,M004,Pump,56.56,2.781,3508.9,4.13,62.56,Normal
5069,M007,Conveyor,72.42,2.757,1153.5,3.143,79.74,Normal
5070,M013,Conveyor,69.02,1.472,971.5,3.439,66.9,Normal
5071,M003,Fan,109.88,8.307,8026.0,6.603,94.51,Fault
5072,M014,Pump,74.73,1.799,137.0,2.975,58.75,Normal
5073,M013,Motor,60.51,1.427,3428.1,3.263,63.37,Normal
5074,M011,Motor,69.23,1.583,186.5,3.866,63.47,Normal
5075,M004,Motor,50.97,0.94,3601.5,3.788,54.44,Normal
5076,M016,Conveyor,92.7,5.665,7694.7,4.563,83.65,Warning
5077,M010,Conveyor,73.07,1.81,552.5,3.968,58.98,Normal
5078,M012,Motor,71.78,2.67,4055.2,3.381,59.59,Normal
5079,M015,Fan,104.3,12.204,7164.8,6.476,85.78,Fault
5080,M018,Fan,60.25,2.95,1107.6,3.735,60.05,Normal
5081,M009,Pump,71.2,1.551,3199.3,3.325,66.4,Normal
5082,M006,Conveyor,71.89,1.271,3873.0,3.655,75.07,Normal
5083,M017,Conveyor,56.62,1.811,651.1,3.243,62.92,Normal
5084,M002,Motor,67.81,1.317,1679.7,3.816,64.57,Normal
5085,M006,Pump,50.87,1.955,2568.4,4.159,73.06,Normal
5086,M015,Compressor,116.22,9.176,5659.1,5.37,89.64,Fault
5087,M007,Conveyor,58.14,1.27,4933.6,3.64,64.38,Normal
5088,M010,Conveyor,45.38,3.519,3719.7,3.904,66.55,Normal
5089,M007,Conveyor,67.54,3.752,1628.3,2.694,70.96,Normal
5090,M015,Motor,57.41,2.946,4321.9,4.332,69.75,Normal
5091,M007,Pump,50.56,1.979,939.9,3.894,60.43,Normal
5092,M016,Fan,89.17,6.265,5510.1,4.534,78.72,Warning
5093,M009,Motor,75.71,6.609,7928.7,5.114,70.92,Warning
5094,M012,Fan,104.24,9.607,7621.5,5.931,100.54,Fault
5095,M001,Fan,118.28,14.623,9030.1,5.053,94.01,Fault
5096,M009,Conveyor,91.84,5.866,7054.7,4.55,87.65,Warning
5097,M005,Motor,62.81,1.849,5028.7,3.281,53.49,Normal
5098,M010,Fan,50.74,3.669,1427.5,3.153,66.29,Normal
5099,M009,Fan,75.25,5.476,5347.3,4.753,78.18,Warning
5100,M013,Fan,43.24,2.563,1576.6,2.627,69.92,Normal
5101,M012,Conveyor,59.23,3.49,149.9,3.214,66.45,Normal
5102,M005,Compressor,80.7,4.372,7077.1,5.179,81.24,Warning
5103,M006,Fan,62.86,2.819,386.9,3.299,68.1,Normal
5104,M005,Pump,77.8,3.845,4959.1,4.325,82.95,Warning
5105,M006,Fan,70.25,2.366,3168.8,4.043,63.54,Normal
5106,M019,Conveyor,79.95,5.357,6093.6,4.477,78.35,Warning
5107,M009,Fan,73.0,2.379,3609.5,4.045,64.97,Normal
5108,M018,Compressor,69.92,1.035,1601.2,4.079,65.47,Normal
5109,M010,Fan,73.48,6.773,4295.9,5.326,82.12,Warning
5110,M008,Motor,86.66,5.985,4433.2,5.562,80.14,Warning
5111,M017,Pump,51.07,3.108,523.6,2.784,55.97,Normal
5112,M020,Compressor,76.46,1.108,527.4,3.74,66.07,Normal
5113,M004,Compressor,88.02,4.447,5138.8,4.937,79.68,Warning
5114,M009,Fan,63.48,1.93,4560.5,3.104,54.47,Normal
5115,M020,Compressor,55.63,2.009,1945.0,3.889,65.03,Normal
5116,M003,Conveyor,69.73,1.993,1915.2,3.753,62.93,Normal
5117,M015,Conveyor,63.4,3.699,1455.4,3.599,66.54,Normal
5118,M010,Motor,46.82,0.927,1729.5,3.289,58.11,Normal
5119,M015,Compressor,94.99,6.636,3158.1,4.591,85.86,Warning
5120,M008,Compressor,77.67,4.254,3706.8,3.559,68.5,Normal
5121,M014,Pump,113.72,8.137,8315.9,6.304,85.87,Fault
5122,M004,Compressor,49.56,1.608,4581.3,3.919,66.68,Normal
5123,M016,Conveyor,101.17,6.568,3105.4,4.434,80.22,Warning
5124,M016,Pump,54.82,0.69,2792.8,3.87,65.54,Normal
5125,M001,Compressor,51.54,1.058,2746.8,3.242,60.65,Normal
5126,M019,Motor,91.06,4.13,6210.5,4.325,88.71,Warning
5127,M012,Conveyor,69.16,1.808,4886.8,3.955,60.92,Normal
5128,M018,Pump,129.9,11.962,9662.0,6.36,89.13,Fault
5129,M007,Conveyor,54.96,1.89,4577.7,3.821,69.55,Normal
5130,M008,Conveyor,63.87,3.085,137.2,3.298,62.71,Normal
5131,M006,Pump,68.19,2.27,3614.2,3.818,66.76,Normal
5132,M007,Pump,64.3,3.502,1859.8,3.309,73.05,Normal
5133,M005,Compressor,118.84,9.01,5814.3,5.87,96.6,Fault
5134,M003,Pump,101.98,7.844,8618.1,5.934,95.37,Fault
5135,M004,Fan,60.68,2.846,4359.0,3.657,62.0,Normal
5136,M013,Pump,60.62,0.656,1107.2,3.055,73.58,Normal
5137,M016,Fan,45.17,2.234,1467.1,4.07,70.3,Normal
5138,M017,Pump,53.64,3.291,10.5,3.56,65.97,Normal
5139,M002,Compressor,65.31,1.529,3299.9,4.164,73.28,Normal
5140,M008,Pump,93.66,13.913,8163.2,6.113,81.86,Fault
5141,M010,Compressor,70.35,2.357,3386.3,4.308,67.66,Normal
5142,M017,Motor,70.06,1.912,2510.2,3.284,61.82,Normal
5143,M019,Compressor,69.65,1.234,2134.3,4.317,73.32,Normal
5144,M004,Conveyor,62.0,3.858,4783.7,3.03,77.84,Normal
5145,M011,Conveyor,49.09,2.111,3709.0,4.2,64.17,Normal
5146,M017,Compressor,55.49,3.668,40.1,4.251,60.77,Normal
5147,M017,Motor,44.47,3.978,2334.2,3.611,62.27,Normal
5148,M006,Conveyor,54.09,3.809,3660.7,3.284,71.07,Normal
5149,M020,Pump,84.22,5.504,7583.3,4.937,74.25,Warning
5150,M002,Conveyor,72.87,3.214,1660.6,4.147,62.93,Normal
5151,M007,Conveyor,47.69,2.113,3858.1,3.155,69.64,Normal
5152,M005,Pump,67.99,1.05,766.4,3.382,62.16,Normal
5153,M003,Conveyor,66.99,1.908,4484.5,3.457,65.8,Normal
5154,M009,Compressor,64.25,1.468,1363.4,3.798,61.32,Normal
5155,M009,Compressor,78.24,4.683,6180.8,5.008,82.05,Warning
5156,M020,Fan,64.59,4.139,4326.3,3.837,65.06,Normal
5157,M004,Fan,47.24,1.548,1433.2,3.086,65.78,Normal
5158,M008,Conveyor,47.87,2.084,3383.9,3.193,68.72,Normal
5159,M011,Fan,80.79,5.4,6972.5,5.635,73.22,Warning
5160,M017,Fan,57.55,3.68,1079.8,3.877,73.14,Normal
5161,M012,Compressor,82.51,6.766,6718.7,5.794,85.13,Warning
5162,M019,Pump,86.4,4.018,6811.0,4.903,86.99,Warning
5163,M006,Pump,69.53,1.261,141.4,3.728,60.86,Normal
5164,M010,Fan,88.61,4.97,5045.0,5.902,78.16,Warning
5165,M016,Motor,86.15,5.263,5103.4,5.43,83.85,Warning
5166,M011,Compressor,57.63,1.478,4623.9,2.942,72.86,Normal
5167,M006,Conveyor,51.43,4.42,1563.9,3.659,71.68,Normal
5168,M009,Fan,58.8,2.31,3145.4,3.903,69.98,Normal
5169,M006,Conveyor,63.2,1.402,4484.3,4.11,66.88,Normal
5170,M020,Fan,39.61,3.056,3894.1,3.83,57.24,Normal
5171,M009,Fan,65.84,1.641,1793.2,3.431,65.38,Normal
5172,M015,Compressor,70.96,2.901,4324.1,3.157,70.63,Normal
5173,M018,Compressor,66.44,1.974,4239.4,3.239,70.15,Normal
5174,M018,Fan,83.29,5.89,4464.7,4.713,77.99,Warning
5175,M016,Fan,46.68,2.08,4963.0,3.662,62.95,Normal
5176,M016,Motor,49.98,3.352,1758.4,4.39,56.46,Normal
5177,M015,Compressor,91.21,5.364,6420.4,4.419,87.81,Warning
5178,M017,Motor,117.09,11.29,8708.2,6.446,78.67,Fault
5179,M006,Motor,67.81,2.368,1486.1,3.088,55.92,Normal
5180,M010,Compressor,67.8,2.248,2038.7,3.866,65.55,Normal
5181,M002,Conveyor,59.49,2.736,253.2,2.95,59.28,Normal
5182,M001,Conveyor,62.21,1.655,1863.2,3.817,68.11,Normal
5183,M015,Compressor,103.03,10.806,6038.9,7.341,102.03,Fault
5184,M016,Motor,60.08,0.835,1020.1,3.391,54.28,Normal
5185,M013,Fan,47.71,3.906,876.0,2.868,61.54,Normal
5186,M017,Fan,60.75,1.904,2344.7,2.978,56.99,Normal
5187,M011,Compressor,81.88,7.439,6260.8,4.229,88.37,Warning
5188,M005,Fan,111.44,7.727,5167.6,6.378,110.86,Fault
5189,M012,Conveyor,72.9,4.317,2761.4,3.906,75.23,Normal
5190,M004,Conveyor,64.98,2.705,1561.7,3.813,73.81,Normal
5191,M018,Pump,57.43,1.974,2721.0,3.795,63.58,Normal
5192,M001,Compressor,52.83,3.486,4632.3,2.978,70.52,Normal
5193,M006,Motor,78.39,4.187,5346.6,4.404,74.69,Warning
5194,M004,Motor,109.19,15.534,7192.2,7.154,92.59,Fault
5195,M014,Conveyor,129.1,11.281,6045.1,6.854,88.31,Fault
5196,M016,Fan,38.91,3.662,247.9,2.849,71.53,Normal
5197,M017,Pump,64.27,0.57,3150.6,4.377,65.21,Normal
5198,M005,Conveyor,60.68,1.842,1786.6,3.154,65.01,Normal
5199,M010,Compressor,122.02,13.244,6254.8,5.901,93.43,Fault
5200,M007,Compressor,47.1,3.442,2296.2,3.897,74.43,Normal
5201,M005,Fan,70.32,7.386,7495.0,4.562,80.06,Warning
5202,M016,Compressor,56.75,3.035,2686.7,3.595,62.73,Normal
5203,M019,Motor,59.15,1.541,4163.9,3.129,57.14,Normal
5204,M002,Motor,78.86,6.75,6825.0,5.256,75.43,Warning
5205,M006,Fan,55.79,3.249,3709.4,3.614,58.78,Normal
5206,M007,Fan,60.22,2.632,4739.0,2.959,70.95,Normal
5207,M020,Motor,106.68,7.866,5216.6,5.418,97.13,Fault
5208,M005,Conveyor,58.9,2.728,4681.6,3.444,69.49,Normal
5209,M016,Pump,85.52,3.757,7269.2,5.479,74.23,Warning
5210,M006,Pump,82.12,5.044,3209.7,4.587,73.25,Warning
5211,M020,Conveyor,69.57,2.772,1262.9,3.51,61.49,Normal
5212,M001,Compressor,48.82,1.896,1865.9,3.001,71.16,Normal
5213,M008,Conveyor,68.06,3.431,2417.0,3.565,63.26,Normal
5214,M011,Motor,77.71,4.026,4839.1,5.018,70.41,Warning
5215,M008,Pump,52.59,3.182,1123.9,3.969,66.27,Normal
5216,M013,Conveyor,75.48,4.52,3743.4,4.672,88.77,Warning
5217,M017,Conveyor,76.57,2.977,979.1,2.922,70.93,Normal
5218,M010,Pump,53.45,2.964,688.8,3.073,67.66,Normal
5219,M019,Compressor,67.51,2.773,2636.1,2.849,69.35,Normal
5220,M008,Compressor,104.52,13.086,7732.1,6.504,96.25,Fault
5221,M014,Fan,64.43,2.493,719.8,3.905,61.25,Normal
5222,M012,Conveyor,53.41,2.894,2645.3,3.077,72.41,Normal
5223,M019,Compressor,55.03,3.194,2530.7,3.396,71.78,Normal
5224,M009,Pump,57.91,1.002,2321.2,3.149,66.23,Normal
5225,M006,Compressor,81.07,5.641,5560.7,4.601,78.42,Warning
5226,M004,Motor,62.81,1.004,1124.5,2.77,52.55,Normal
5227,M009,Compressor,56.49,3.854,3605.2,2.978,70.97,Normal
5228,M015,Compressor,69.81,2.461,2152.2,3.935,57.4,Normal
5229,M019,Pump,51.09,0.579,731.3,2.955,69.19,Normal
5230,M008,Fan,40.02,1.994,1540.1,3.492,70.75,Normal
5231,M007,Compressor,80.21,6.987,5547.8,5.021,85.84,Warning
5232,M003,Conveyor,67.08,2.537,4792.5,2.906,59.23,Normal
5233,M011,Pump,73.7,4.52,3474.3,4.394,80.69,Warning
5234,M010,Motor,61.32,1.408,3393.8,4.112,56.02,Normal
5235,M016,Compressor,103.85,7.984,9301.9,6.566,89.73,Fault
5236,M012,Motor,46.35,3.783,59.3,3.41,63.01,Normal
5237,M019,Fan,54.03,2.025,999.7,4.227,66.25,Normal
5238,M002,Pump,57.78,2.534,4943.2,3.934,61.35,Normal
5239,M003,Pump,63.68,2.902,2778.2,3.178,65.58,Normal
5240,M008,Fan,84.68,6.996,6126.6,5.394,84.56,Warning
5241,M008,Conveyor,99.2,8.506,5818.3,4.92,83.77,Warning
5242,M019,Fan,57.68,3.849,2146.4,4.027,58.79,Normal
5243,M005,Pump,56.7,3.47,893.6,3.751,60.03,Normal
5244,M008,Motor,42.32,1.137,2922.6,4.193,60.95,Normal
5245,M003,Compressor,120.59,7.378,9202.0,5.473,100.58,Fault
5246,M007,Compressor,49.64,3.681,3137.7,4.06,62.95,Normal
5247,M003,Conveyor,78.9,1.614,2724.4,3.31,57.52,Normal
5248,M016,Compressor,55.8,2.645,3026.7,3.925,69.8,Normal
5249,M007,Conveyor,78.82,5.206,5590.2,4.994,78.68,Warning
5250,M005,Compressor,56.07,1.205,1257.9,3.647,73.78,Normal
5251,M017,Conveyor,76.22,4.839,7264.2,4.543,79.33,Warning
5252,M005,Fan,62.85,2.928,1962.3,3.815,68.09,Normal
5253,M017,Pump,47.27,0.766,3996.0,3.025,58.22,Normal
5254,M005,Conveyor,66.83,1.485,1007.7,3.969,65.19,Normal
5255,M018,Motor,62.81,3.643,3792.5,2.627,59.8,Normal
5256,M003,Compressor,77.01,1.624,253.3,3.71,67.26,Normal
5257,M008,Compressor,84.77,6.707,4908.4,4.074,86.57,Warning
5258,M001,Compressor,71.48,2.135,1768.0,3.176,62.41,Normal
5259,M016,Compressor,54.55,3.342,3075.6,4.061,59.69,Normal
5260,M007,Conveyor,62.74,3.678,129.9,4.485,69.85,Normal
5261,M020,Conveyor,64.17,2.711,3035.0,2.956,67.54,Normal
5262,M003,Conveyor,65.51,2.693,2552.6,3.079,75.87,Normal
5263,M003,Pump,61.79,3.11,4095.4,3.189,66.03,Normal
5264,M013,Fan,59.67,3.68,1795.3,3.175,61.53,Normal
5265,M014,Conveyor,68.73,3.058,4774.1,3.11,75.36,Normal
5266,M011,Motor,67.11,2.079,1106.5,3.392,69.42,Normal
5267,M005,Fan,47.76,2.92,917.3,4.42,65.86,Normal
5268,M016,Fan,37.44,3.371,4453.4,3.708,72.39,Normal
5269,M009,Fan,67.4,6.901,3632.3,4.826,80.44,Warning
5270,M003,Fan,49.62,3.386,3905.6,3.334,64.73,Normal
5271,M014,Pump,57.27,0.998,3146.8,2.826,62.99,Normal
5272,M003,Conveyor,50.23,4.112,4241.2,2.933,77.71,Normal
5273,M010,Compressor,51.78,2.224,2947.9,4.112,69.41,Normal
5274,M017,Motor,52.36,2.577,1644.3,3.478,59.53,Normal
5275,M012,Fan,50.26,1.464,592.6,3.399,60.9,Normal
5276,M012,Pump,72.21,1.894,2621.0,3.395,53.78,Normal
5277,M006,Conveyor,51.4,3.886,2511.9,3.088,58.03,Normal
5278,M018,Motor,44.29,1.823,2841.5,3.243,56.75,Normal
5279,M013,Fan,41.95,3.456,2227.4,3.756,57.08,Normal
5280,M005,Fan,84.97,11.885,6727.2,4.832,93.63,Fault
5281,M007,Pump,49.46,1.175,233.3,3.453,67.43,Normal
5282,M011,Conveyor,43.93,1.677,2589.1,3.184,63.67,Normal
5283,M014,Compressor,68.95,2.154,3720.8,3.628,72.06,Normal
5284,M003,Compressor,105.03,10.834,8508.8,6.642,104.64,Fault
5285,M008,Conveyor,68.34,1.542,262.8,3.706,75.56,Normal
5286,M020,Conveyor,53.65,3.214,1807.6,3.348,65.99,Normal
5287,M008,Compressor,56.29,3.917,4213.0,3.808,58.6,Normal
5288,M014,Motor,101.1,13.068,6426.2,7.262,79.58,Fault
5289,M017,Conveyor,56.06,3.572,942.7,2.959,72.56,Normal
5290,M002,Conveyor,58.99,4.132,4367.8,3.658,61.14,Normal
5291,M003,Compressor,48.28,2.719,543.6,3.928,72.93,Normal
5292,M020,Fan,57.48,3.751,3666.9,3.773,68.34,Normal
5293,M002,Motor,79.34,4.609,3109.1,5.441,77.68,Warning
5294,M016,Pump,80.92,5.537,4788.9,5.441,81.36,Warning
5295,M005,Pump,59.46,1.712,3986.9,3.75,60.86,Normal
5296,M007,Motor,49.31,1.778,4201.2,4.351,66.57,Normal
5297,M006,Conveyor,63.63,2.928,2329.6,3.442,64.57,Normal
5298,M014,Fan,67.77,2.84,4630.8,3.27,58.82,Normal
5299,M014,Conveyor,76.09,2.794,714.7,3.041,66.78,Normal
5300,M015,Conveyor,56.54,1.299,4323.6,3.265,68.51,Normal
5301,M010,Fan,116.48,10.415,7560.7,7.633,90.9,Fault
5302,M011,Fan,56.53,3.019,2594.0,3.373,68.76,Normal
5303,M013,Pump,63.83,3.816,4815.5,2.784,60.41,Normal
5304,M016,Pump,93.57,11.053,9696.1,7.355,103.83,Fault
5305,M019,Conveyor,69.26,2.916,3985.1,2.843,64.07,Normal
5306,M013,Fan,49.43,3.098,530.8,3.583,67.57,Normal
5307,M014,Pump,62.79,2.098,1315.4,2.556,59.79,Normal
5308,M007,Motor,63.92,2.37,1523.7,3.631,61.52,Normal
5309,M007,Compressor,83.89,7.505,4837.7,4.529,85.63,Warning
5310,M006,Conveyor,51.9,2.262,3916.2,3.177,71.89,Normal
5311,M018,Motor,59.4,3.565,2328.9,3.277,58.64,Normal
5312,M016,Pump,49.45,1.926,565.3,3.054,72.84,Normal
5313,M014,Conveyor,112.22,8.73,5962.0,6.815,104.07,Fault
5314,M007,Motor,66.46,2.14,588.8,3.547,59.8,Normal
5315,M005,Compressor,117.2,16.162,5067.1,6.473,89.12,Fault
5316,M014,Fan,81.08,6.197,4312.9,5.433,73.58,Warning
5317,M001,Fan,61.3,4.183,1082.4,4.216,68.9,Normal
5318,M011,Fan,65.13,1.901,2234.3,4.219,56.46,Normal
5319,M014,Compressor,67.78,3.212,4478.2,3.716,65.13,Normal
5320,M010,Fan,39.19,2.43,566.5,3.491,71.08,Normal
5321,M011,Pump,76.86,4.811,5528.5,4.231,74.82,Warning
5322,M003,Fan,62.25,2.103,4932.8,3.927,65.39,Normal
5323,M007,Motor,84.3,6.871,3028.6,4.134,78.48,Warning
5324,M015,Compressor,62.91,1.218,4400.8,3.273,64.79,Normal
5325,M017,Conveyor,51.33,2.599,4669.3,3.652,72.9,Normal
5326,M017,Pump,71.15,2.103,1783.4,2.999,64.09,Normal
5327,M007,Pump,51.54,3.339,4564.1,2.614,62.93,Normal
5328,M013,Pump,93.64,6.781,6901.7,5.151,81.57,Warning
5329,M014,Fan,85.89,11.41,7312.9,5.731,100.99,Fault
5330,M009,Compressor,62.85,1.843,1164.0,3.639,70.38,Normal
5331,M020,Conveyor,57.08,1.824,2784.0,2.882,57.94,Normal
5332,M004,Motor,82.0,5.972,7354.9,4.808,77.78,Warning
5333,M013,Fan,86.49,8.067,9013.1,7.019,97.55,Fault
5334,M011,Motor,109.35,10.826,8086.9,7.603,102.71,Fault
5335,M002,Conveyor,102.03,14.091,7193.5,6.539,91.88,Fault
5336,M002,Motor,72.35,3.836,6748.0,4.837,72.52,Warning
5337,M016,Conveyor,47.91,1.5,2010.1,3.765,75.53,Normal
5338,M018,Pump,118.8,9.554,8977.2,6.25,91.04,Fault
5339,M006,Fan,64.01,2.549,3050.1,3.572,72.78,Normal
5340,M004,Pump,96.05,9.801,9237.1,5.742,84.52,Fault
5341,M007,Fan,58.71,1.97,3831.5,3.469,69.7,Normal
5342,M017,Pump,62.86,2.03,2317.1,2.983,69.83,Normal
5343,M003,Conveyor,85.53,4.564,5398.8,4.233,89.2,Warning
5344,M003,Conveyor,63.4,2.014,2645.5,3.43,70.31,Normal
5345,M014,Fan,48.32,2.424,4413.9,3.131,62.3,Normal
5346,M009,Compressor,139.49,12.962,8748.5,5.413,106.16,Fault
5347,M003,Compressor,78.16,2.024,2614.7,3.996,63.16,Normal
5348,M011,Fan,83.69,5.844,7211.3,5.682,84.95,Warning
5349,M016,Pump,49.47,2.18,2711.8,2.769,56.66,Normal
5350,M009,Compressor,73.28,1.29,3483.2,4.002,72.89,Normal
5351,M015,Pump,43.63,2.437,4642.4,3.795,71.9,Normal
5352,M010,Conveyor,48.76,2.414,1120.1,3.802,61.63,Normal
5353,M013,Compressor,58.43,3.451,4195.7,4.01,71.21,Normal
5354,M005,Compressor,67.23,1.58,3139.0,2.994,71.97,Normal
5355,M016,Pump,71.99,3.353,4193.9,2.829,57.19,Normal
5356,M011,Compressor,87.26,7.201,7843.5,5.09,79.8,Warning
5357,M015,Fan,54.47,2.255,1117.3,4.037,62.19,Normal
5358,M007,Conveyor,69.81,3.556,1294.6,3.46,72.3,Normal
5359,M004,Conveyor,60.89,2.169,2603.3,3.115,74.51,Normal
5360,M005,Motor,58.75,2.01,297.4,3.075,53.94,Normal
5361,M005,Motor,67.69,2.986,2517.0,3.321,70.11,Normal
5362,M009,Fan,65.97,1.775,2705.2,3.003,59.42,Normal
5363,M001,Fan,74.23,7.537,4224.5,5.134,77.84,Warning
5364,M006,Conveyor,63.23,2.135,4904.6,3.515,79.04,Normal
5365,M014,Motor,86.68,11.46,7783.0,5.67,75.81,Fault
5366,M001,Conveyor,110.48,12.92,6218.3,6.38,105.41,Fault
5367,M017,Compressor,55.07,2.843,673.5,3.346,57.87,Normal
5368,M008,Fan,55.25,2.999,1669.8,3.747,68.08,Normal
5369,M008,Motor,60.08,3.555,3358.9,3.392,53.4,Normal
5370,M002,Conveyor,59.69,1.771,4611.7,3.933,74.87,Normal
5371,M020,Fan,70.64,1.75,4186.0,3.203,74.56,Normal
5372,M014,Conveyor,134.84,10.614,5734.1,6.098,104.16,Fault
5373,M018,Compressor,54.93,2.828,1161.8,3.04,66.36,Normal
5374,M008,Conveyor,73.72,1.639,3857.3,2.992,71.78,Normal
5375,M017,Pump,49.09,2.597,3068.2,3.081,68.34,Normal
5376,M006,Fan,68.83,3.957,2530.2,3.22,64.09,Normal
5377,M009,Motor,47.16,1.736,4136.0,3.112,60.43,Normal
5378,M016,Compressor,94.8,5.36,5905.9,4.22,78.86,Warning
5379,M002,Conveyor,64.36,1.774,2438.6,3.303,67.94,Normal
5380,M002,Compressor,79.8,3.365,4976.5,4.096,63.42,Normal
